record_type	record_id	stage	metric	value	unit	source_path	source_sha256	authority_version	dataset_id	species	tissue	tissue_status	label_column	cells	labeled_cells	unknown_cells	unknown_fraction	readable	panel	candidate_label_count	labels_ge_100_cells	candidate_cells	panel_status	accepted	reason	workflow_order	description
panel_decision	Arabidopsis thaliana_PRJNA507252:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA507252	Arabidopsis thaliana									root	5	5	10546	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA507252:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA507252	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA507252:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA507252	Arabidopsis thaliana									vascular	2	2	1165	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA509920:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA509920	Arabidopsis thaliana									root	4	4	3749	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA509920:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA509920	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA509920:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA509920	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA517021:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA517021	Arabidopsis thaliana									root	5	5	7770	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA517021:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA517021	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA517021:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA517021	Arabidopsis thaliana									vascular	2	2	1187	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA551314:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA551314	Arabidopsis thaliana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA551314:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA551314	Arabidopsis thaliana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA551314:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA551314	Arabidopsis thaliana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA577177:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA577177	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA577177:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA577177	Arabidopsis thaliana									leaf	3	3	5802	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA577177:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA577177	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA594539:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA594539	Arabidopsis thaliana									root	7	7	8799	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA594539:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA594539	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA594539:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA594539	Arabidopsis thaliana									vascular	2	2	1775	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA605594:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA605594	Arabidopsis thaliana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA605594:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA605594	Arabidopsis thaliana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA605594:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA605594	Arabidopsis thaliana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA613684:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA613684	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA613684:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA613684	Arabidopsis thaliana									leaf	3	3	10879	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA613684:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA613684	Arabidopsis thaliana									vascular	1	1	629	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA640389:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA640389	Arabidopsis thaliana									root	5	5	54952	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA640389:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA640389	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA640389:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA640389	Arabidopsis thaliana									vascular	2	2	10950	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA648028:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA648028	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA648028:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA648028	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA648028:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA648028	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA649267:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA649267	Arabidopsis thaliana									root	5	5	5470	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA649267:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA649267	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA649267:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA649267	Arabidopsis thaliana									vascular	2	2	1039	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA659737:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA659737	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA659737:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA659737	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA659737:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA659737	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA664874:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA664874	Arabidopsis thaliana									root	4	0	277	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA664874:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA664874	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA664874:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA664874	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA666436:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA666436	Arabidopsis thaliana									root	6	6	6725	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA666436:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA666436	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA666436:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA666436	Arabidopsis thaliana									vascular	1	1	1214	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA678377:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA678377	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA678377:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA678377	Arabidopsis thaliana									leaf	4	3	4887	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA678377:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA678377	Arabidopsis thaliana									vascular	2	2	441	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA680241:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA680241	Arabidopsis thaliana									root	2	0	135	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA680241:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA680241	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA680241:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA680241	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA703045:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA703045	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA703045:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA703045	Arabidopsis thaliana									leaf	4	4	6473	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA703045:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA703045	Arabidopsis thaliana									vascular	1	1	2558	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA716169:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA716169	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA716169:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA716169	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA716169:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA716169	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
